sessionid,period,subject,group,profit,totalprofit,type,price,share,accept,ptprofit,satmath,satverbal,sateng,poli_liberal,tv
191017_1017,38,14,1,2,111,2,18,18,1,14,15,13,13,6,32
191017_1017,38,15,1,15,-12,1,17,19,1,1,12,12,12,6,32
191017_1017,38,16,2,10,75,1,22,40,1,6,14,12,14,2,32
191017_1017,38,17,3,0,-10,1,16,15,0,0,12,14,14,5,32
191017_1017,38,18,3,0,85,2,24,17,0,0,0,0,0,4,32
191017_1017,38,19,1,0,-18,1,24,1,0,0,14,14,13,3,32
191017_1017,38,20,1,1,93.5,2,17,19,1,15,14,14,14,7,32
191017_1017,38,21,1,0,76,2,24,1,0,0,11,13,14,3,32
191017_1017,38,22,1,0,-26,1,17,6,0,0,14,14,15,2,32
191017_1017,38,23,3,0,22,1,17,11,0,0,12,14,14,5,32
191017_1017,38,24,3,0,127,2,16,15,0,0,14,14,15,3,32
191017_1017,39,1,2,6,34.5,2,20,40,1,8,11,13,13,6,28
191017_1017,39,2,2,2,64.5,2,16,25,1,12,14,12,13,6,28
191017_1017,39,3,1,2,124.5,2,16,20,1,12,13,13,15,5,28
191017_1017,39,4,2,12,18,1,16,25,1,2,14,14,14,3,28
191017_1017,39,5,2,0,124.5,2,16,15,0,0,15,14,14,6,28
191017_1017,39,6,3,0,167,2,14,15,1,14,15,14,14,4,28
191017_1017,39,7,3,0,-32,1,20,17,0,0,10,13,14,5,28
191017_1017,39,8,1,10,67,1,18,18,1,4,15,14,13,6,28
191017_1017,39,9,2,0,-23,1,22,0,0,0,14,14,14,7,28
191017_1017,39,10,3,13,2,1,15,15,1,1,10,15,15,3,28
191017_1017,39,11,2,0,143,2,22,0,0,0,14,14,14,5,28
191017_1017,39,12,2,0,12,1,16,15,0,0,12,13,14,4,28
191017_1017,39,13,3,1,105,2,15,15,1,13,15,10,15,5,28
191017_1017,39,14,1,4,115,2,18,18,1,10,15,13,13,6,28
191017_1017,39,15,1,12,0,1,16,20,1,2,12,12,12,6,28
191017_1017,39,16,2,8,83,1,20,40,1,6,14,12,14,2,28
191017_1017,39,17,3,14,4,1,14,15,1,0,12,14,14,5,28
191017_1017,39,18,3,0,85,2,20,17,0,0,0,0,0,4,28
191017_1017,39,19,1,0,-18,1,22,1,0,0,14,14,13,3,28
191017_1017,39,20,1,0,93.5,2,18,6,0,0,14,14,14,7,28
191017_1017,39,21,1,0,76,2,22,1,0,0,11,13,14,3,28
191017_1017,39,22,1,0,-26,1,18,6,0,0,14,14,15,2,28
191017_1017,39,23,3,14,36,1,14,23,1,0,12,14,14,5,28
191017_1017,39,24,3,0,127,2,14,23,1,14,14,14,15,3,28
191017_1017,40,1,2,0,34.5,2,8,0,0,0,11,13,13,6,10
191017_1017,40,2,2,11,75.5,2,16,25,1,-6,14,12,13,6,10
191017_1017,40,3,1,0,124.5,2,14,5,0,0,13,13,15,5,10
191017_1017,40,4,2,-6,12,1,16,25,1,11,14,14,14,3,10
191017_1017,40,5,2,6,130.5,2,11,16,1,-1,15,14,14,6,10
191017_1017,40,6,3,5,172,2,10,17,1,0,15,14,14,4,10
191017_1017,40,7,3,0,-32,1,10,17,1,5,10,13,14,5,10
191017_1017,40,8,1,-2,65,1,12,18,1,7,15,14,13,6,10
191017_1017,40,9,2,0,-23,1,8,0,0,0,14,14,14,7,10
191017_1017,40,10,3,0,2,1,10,14,1,5,10,15,15,3,10
191017_1017,40,11,2,11,154,2,16,40,1,-6,14,14,14,5,10
191017_1017,40,12,2,-1,11,1,11,16,1,6,12,13,14,4,10
191017_1017,40,13,3,6,111,2,11,15,1,-1,15,10,15,5,10
191017_1017,40,14,1,7,122,2,12,18,1,-2,15,13,13,6,10
191017_1017,40,15,1,2,2,1,8,20,1,3,12,12,12,6,10
191017_1017,40,16,2,-6,77,1,16,40,1,11,14,12,14,2,10
191017_1017,40,17,3,-1,3,1,11,15,1,6,12,14,14,5,10
191017_1017,40,18,3,3,88,2,8,16,1,2,0,0,0,4,10
191017_1017,40,19,1,0,-18,1,12,1,0,0,14,14,13,3,10
191017_1017,40,20,1,0,93.5,2,12,1,0,0,14,14,14,7,10
191017_1017,40,21,1,3,79,2,8,20,1,2,11,13,14,3,10
191017_1017,40,22,1,0,-26,1,14,5,0,0,14,14,15,2,10
191017_1017,40,23,3,2,38,1,8,16,1,3,12,14,14,5,10
191017_1017,40,24,3,5,132,2,10,14,1,0,14,14,15,3,10
191017_1017,41,1,2,6.5,41,2,20,40,1,7,11,13,13,6,27
191017_1017,41,2,2,0,75.5,2,16,0,0,0,14,12,13,6,27
191017_1017,41,3,1,1.5,126,2,15,20,1,12,13,13,15,5,27
191017_1017,41,4,2,0,12,1,15,8,0,0,14,14,14,3,27
191017_1017,41,5,2,0,130.5,2,15,8,0,0,15,14,14,6,27
191017_1017,41,6,3,0,172,2,14,13,0,0,15,14,14,4,27
191017_1017,41,7,3,12,-20,1,15,17,1,1.5,10,13,14,5,27
191017_1017,41,8,1,12,77,1,15,18,1,1.5,15,14,13,6,27
191017_1017,41,9,2,0,-23,1,16,0,0,0,14,14,14,7,27
191017_1017,41,10,3,0,2,1,14,13,0,0,10,15,15,3,27
191017_1017,41,11,2,0,154,2,20,14,0,0,14,14,14,5,27
191017_1017,41,12,2,0,11,1,20,14,0,0,12,13,14,4,27
191017_1017,41,13,3,0,111,2,14,10,0,0,15,10,15,5,27
191017_1017,41,14,1,0,122,2,16,1,0,0,15,13,13,6,27
191017_1017,41,15,1,12,14,1,15,20,1,1.5,12,12,12,6,27
191017_1017,41,16,2,7,84,1,20,40,1,6.5,14,12,14,2,27
191017_1017,41,17,3,0,3,1,17,15,0,0,12,14,14,5,27
191017_1017,41,18,3,0,88,2,17,15,0,0,0,0,0,4,27
191017_1017,41,19,1,0,-18,1,16,1,0,0,14,14,13,3,27
191017_1017,41,20,1,1.5,95,2,15,18,1,12,14,14,14,7,27
191017_1017,41,21,1,0,79,2,21,5,0,0,11,13,14,3,27
191017_1017,41,22,1,0,-26,1,21,5,0,0,14,14,15,2,27
191017_1017,41,23,3,0,38,1,14,10,0,0,12,14,14,5,27
191017_1017,41,24,3,1.5,133.5,2,15,17,1,12,14,14,15,3,27
191017_1017,42,1,2,3,44,2,10,25,1,4,11,13,13,6,14
191017_1017,42,2,2,0,75.5,2,15,0,0,0,14,12,13,6,14
191017_1017,42,3,1,8,134,2,15,18,1,-1,13,13,15,5,14
191017_1017,42,4,2,4,16,1,10,25,1,3,14,14,14,3,14
191017_1017,42,5,2,4,134.5,2,11,40,1,3,15,14,14,6,14
191017_1017,42,6,3,5,177,2,12,15,1,2,15,14,14,4,14
191017_1017,42,7,3,2,-18,1,12,17,1,5,10,13,14,5,14
191017_1017,42,8,1,-1,76,1,15,18,1,8,15,14,13,6,14
191017_1017,42,9,2,0,-23,1,15,0,0,0,14,14,14,7,14
191017_1017,42,10,3,2,4,1,12,17,1,5,10,15,15,3,14
191017_1017,42,11,2,7,161,2,14,15,1,0,14,14,14,5,14
191017_1017,42,12,2,0,11,1,14,15,1,7,12,13,14,4,14
191017_1017,42,13,3,6,117,2,13,18,1,1,15,10,15,5,14
191017_1017,42,14,1,9,131,2,16,20,1,-2,15,13,13,6,14
191017_1017,42,15,1,-2,12,1,16,20,1,9,12,12,12,6,14
191017_1017,42,16,2,3,87,1,11,40,1,4,14,12,14,2,14
191017_1017,42,17,3,2,5,1,12,15,1,5,12,14,14,5,14
191017_1017,42,18,3,5,93,2,12,17,1,2,0,0,0,4,14
191017_1017,42,19,1,0,-18,1,11,1,0,0,14,14,13,3,14
191017_1017,42,20,1,0,95,2,13,5,0,0,14,14,14,7,14
191017_1017,42,21,1,0,79,2,11,1,0,0,11,13,14,3,14
191017_1017,42,22,1,0,-26,1,13,5,0,0,14,14,15,2,14
191017_1017,42,23,3,1,39,1,13,18,1,6,12,14,14,5,14
191017_1017,42,24,3,5,138.5,2,12,17,1,2,14,14,15,3,14
191017_1017,43,1,2,0.5,44.5,2,4,40,1,3,11,13,13,6,7
191017_1017,43,2,2,0,75.5,2,11,0,0,0,14,12,13,6,7
191017_1017,43,3,1,0,134,2,13,5,0,0,13,13,15,5,7
191017_1017,43,4,2,-5,11,1,12,18,1,8.5,14,14,14,3,7
191017_1017,43,5,2,8.5,143,2,12,18,1,-5,15,14,14,6,7
191017_1017,43,6,3,8.5,185.5,2,12,15,1,-5,15,14,14,4,7
191017_1017,43,7,3,-3,-21,1,10,16,1,6.5,10,13,14,5,7
191017_1017,43,8,1,-5,71,1,12,18,1,8.5,15,14,13,6,7
191017_1017,43,9,2,0,-23,1,11,0,0,0,14,14,14,7,7
191017_1017,43,10,3,-6,-2,1,13,16,1,9.5,10,15,15,3,7
191017_1017,43,11,2,9.5,170.5,2,13,16,1,-6,14,14,14,5,7
191017_1017,43,12,2,-6,5,1,13,16,1,9.5,12,13,14,4,7
191017_1017,43,13,3,9.5,126.5,2,13,16,1,-6,15,10,15,5,7
191017_1017,43,14,1,8.5,139.5,2,12,18,1,-5,15,13,13,6,7
191017_1017,43,15,1,1,13,1,6,18,1,2.5,12,12,12,6,7
191017_1017,43,16,2,3,90,1,4,40,1,0.5,14,12,14,2,7
191017_1017,43,17,3,-5,0,1,12,15,1,8.5,12,14,14,5,7
191017_1017,43,18,3,4.5,97.5,2,8,15,1,-1,0,0,0,4,7
191017_1017,43,19,1,0,-18,1,9,1,0,0,14,14,13,3,7
191017_1017,43,20,1,0,95,2,9,1,0,0,14,14,14,7,7
191017_1017,43,21,1,2.5,81.5,2,6,18,1,1,11,13,14,3,7
191017_1017,43,22,1,0,-26,1,13,5,0,0,14,14,15,2,7
191017_1017,43,23,3,-1,38,1,8,15,1,4.5,12,14,14,5,7
191017_1017,43,24,3,6.5,145,2,10,16,1,-3,14,14,15,3,7
191017_1017,44,1,2,7,51.5,2,18,18,1,4,11,13,13,6,22
191017_1017,44,2,2,0,75.5,2,14,13,0,0,14,12,13,6,22
191017_1017,44,3,1,0,134,2,14,1,0,0,13,13,15,5,22
191017_1017,44,4,2,4,15,1,18,18,1,7,14,14,14,3,22
191017_1017,44,5,2,4,147,2,15,40,1,7,15,14,14,6,22
191017_1017,44,6,3,1,186.5,2,12,15,1,10,15,14,14,4,22
191017_1017,44,7,3,7,-14,1,15,15,1,4,10,13,14,5,22
191017_1017,44,8,1,7,78,1,15,18,1,4,15,14,13,6,22
191017_1017,44,9,2,0,-23,1,16,0,0,0,14,14,14,7,22
191017_1017,44,10,3,7,5,1,15,15,1,4,10,15,15,3,22
191017_1017,44,11,2,0,170.5,2,16,0,0,0,14,14,14,5,22
191017_1017,44,12,2,0,5,1,14,13,0,0,12,13,14,4,22
191017_1017,44,13,3,0,126.5,2,15,11,0,0,15,10,15,5,22
191017_1017,44,14,1,0,139.5,2,16,5,0,0,15,13,13,6,22
191017_1017,44,15,1,5,18,1,17,17,1,6,12,12,12,6,22
191017_1017,44,16,2,7,97,1,15,40,1,4,14,12,14,2,22
191017_1017,44,17,3,10,10,1,12,15,1,1,12,14,14,5,22
191017_1017,44,18,3,4,101.5,2,15,15,1,7,0,0,0,4,22
191017_1017,44,19,1,0,-18,1,14,1,0,0,14,14,13,3,22
191017_1017,44,20,1,4,99,2,15,18,1,7,14,14,14,7,22
191017_1017,44,21,1,6,87.5,2,17,17,1,5,11,13,14,3,22
191017_1017,44,22,1,0,-26,1,16,5,0,0,14,14,15,2,22
191017_1017,44,23,3,0,38,1,15,11,0,0,12,14,14,5,22
191017_1017,44,24,3,4,149,2,15,15,1,7,14,14,15,3,22
191017_1017,45,1,2,0,51.5,2,25,8,0,0,11,13,13,6,34
191017_1017,45,2,2,0,75.5,2,18,0,0,0,14,12,13,6,34
191017_1017,45,3,1,0,134,2,20,1,0,0,13,13,15,5,34
191017_1017,45,4,2,0,15,1,25,8,0,0,14,14,14,3,34
191017_1017,45,5,2,0,147,2,18,15,0,0,15,14,14,6,34
191017_1017,45,6,3,0,186.5,2,17,16,0,0,15,14,14,4,34
191017_1017,45,7,3,0,-14,1,17,16,0,0,10,13,14,5,34
191017_1017,45,8,1,0,78,1,25,18,0,0,15,14,13,6,34
191017_1017,45,9,2,0,-23,1,18,0,0,0,14,14,14,7,34
191017_1017,45,10,3,0,5,1,18,15,0,0,10,15,15,3,34
191017_1017,45,11,2,5,175.5,2,22,40,1,12,14,14,14,5,34
191017_1017,45,12,2,0,5,1,18,15,0,0,12,13,14,4,34
191017_1017,45,13,3,0,126.5,2,18,15,0,0,15,10,15,5,34
191017_1017,45,14,1,0,139.5,2,19,5,0,0,15,13,13,6,34
191017_1017,45,15,1,0,18,1,20,17,0,0,12,12,12,6,34
191017_1017,45,16,2,12,109,1,22,40,1,5,14,12,14,2,34
191017_1017,45,17,3,0,10,1,26,15,0,0,12,14,14,5,34
191017_1017,45,18,3,0,101.5,2,26,15,0,0,0,0,0,4,34
191017_1017,45,19,1,0,-18,1,20,1,0,0,14,14,13,3,34
191017_1017,45,20,1,0,99,2,20,17,0,0,14,14,14,7,34
191017_1017,45,21,1,0,87.5,2,25,18,0,0,11,13,14,3,34
191017_1017,45,22,1,0,-26,1,19,5,0,0,14,14,15,2,34
191017_1017,45,23,3,0,38,1,17,15,0,0,12,14,14,5,34
191017_1017,45,24,3,0,149,2,17,15,0,0,14,14,15,3,34
191017_1017,46,1,2,5,56.5,2,15,16,1,5,11,13,13,6,20
191017_1017,46,2,2,2,77.5,2,12,40,1,8,14,12,13,6,20
191017_1017,46,3,1,0,134,2,14,1,0,0,13,13,15,5,20
191017_1017,46,4,2,0,15,1,14,8,0,0,14,14,14,3,20
191017_1017,46,5,2,0,147,2,14,8,0,0,15,14,14,6,20
191017_1017,46,6,3,2,188.5,2,12,20,1,8,15,14,14,4,20
191017_1017,46,7,3,5,-9,1,15,17,1,5,10,13,14,5,20
191017_1017,46,8,1,5,83,1,15,18,1,5,15,14,13,6,20
191017_1017,46,9,2,0,-23,1,16,0,0,0,14,14,14,7,20
191017_1017,46,10,3,7,12,1,13,20,1,3,10,15,15,3,20
191017_1017,46,11,2,0,175.5,2,16,0,0,0,14,14,14,5,20
191017_1017,46,12,2,5,10,1,15,16,1,5,12,13,14,4,20
191017_1017,46,13,3,3,129.5,2,13,15,1,7,15,10,15,5,20
191017_1017,46,14,1,0,139.5,2,15,5,0,0,15,13,13,6,20
191017_1017,46,15,1,5,23,1,15,18,1,5,12,12,12,6,20
191017_1017,46,16,2,8,117,1,12,40,1,2,14,12,14,2,20
191017_1017,46,17,3,7,17,1,13,15,1,3,12,14,14,5,20
191017_1017,46,18,3,5,106.5,2,15,17,1,5,0,0,0,4,20
191017_1017,46,19,1,0,-18,1,14,1,0,0,14,14,13,3,20
191017_1017,46,20,1,5,104,2,15,18,1,5,14,14,14,7,20
191017_1017,46,21,1,5,92.5,2,15,18,1,5,11,13,14,3,20
191017_1017,46,22,1,0,-26,1,15,5,0,0,14,14,15,2,20
191017_1017,46,23,3,8,46,1,12,20,1,2,12,14,14,5,20
191017_1017,46,24,3,3,152,2,13,20,1,7,14,14,15,3,20
191017_1017,47,1,2,1.5,58,2,4,16,1,1,11,13,13,6,5
191017_1017,47,2,2,0,77.5,2,13,0,0,0,14,12,13,6,5
191017_1017,47,3,1,8.5,142.5,2,11,18,1,-6,13,13,15,5,5
191017_1017,47,4,2,-7,8,1,12,13,1,9.5,14,14,14,3,5
191017_1017,47,5,2,7.5,154.5,2,10,40,1,-5,15,14,14,6,5
191017_1017,47,6,3,9.5,198,2,12,15,1,-7,15,14,14,4,5
191017_1017,47,7,3,-3,-12,1,8,15,1,5.5,10,13,14,5,5
191017_1017,47,8,1,-6,77,1,11,18,1,8.5,15,14,13,6,5
191017_1017,47,9,2,0,-23,1,13,0,0,0,14,14,14,7,5
191017_1017,47,10,3,-7,5,1,12,15,1,9.5,10,15,15,3,5
191017_1017,47,11,2,9.5,185,2,12,13,1,-7,14,14,14,5,5
191017_1017,47,12,2,1,11,1,4,16,1,1.5,12,13,14,4,5
191017_1017,47,13,3,9.5,139,2,12,16,1,-7,15,10,15,5,5
191017_1017,47,14,1,0,139.5,2,12,1,0,0,15,13,13,6,5
191017_1017,47,15,1,0,23,1,5,18,1,2.5,12,12,12,6,5
191017_1017,47,16,2,-5,112,1,10,40,1,7.5,14,12,14,2,5
191017_1017,47,17,3,-5,12,1,10,15,1,7.5,12,14,14,5,5
191017_1017,47,18,3,5.5,112,2,8,15,1,-3,0,0,0,4,5
191017_1017,47,19,1,0,-18,1,12,1,0,0,14,14,13,3,5
191017_1017,47,20,1,0,104,2,15,5,0,0,14,14,14,7,5
191017_1017,47,21,1,2.5,95,2,5,18,1,0,11,13,14,3,5
191017_1017,47,22,1,0,-26,1,15,5,0,0,14,14,15,2,5
191017_1017,47,23,3,-7,39,1,12,16,1,9.5,12,14,14,5,5
191017_1017,47,24,3,7.5,159.5,2,10,15,1,-5,14,14,15,3,5
191017_1017,48,1,2,0,58,2,23,0,0,0,11,13,13,6,30
191017_1017,48,2,2,0,77.5,2,17,12,0,0,14,12,13,6,30
191017_1017,48,3,1,0,142.5,2,19,18,0,0,13,13,15,5,30
191017_1017,48,4,2,0,8,1,17,12,0,0,14,14,14,3,30
191017_1017,48,5,2,5,159.5,2,20,40,1,10,15,14,14,6,30
191017_1017,48,6,3,0,198,2,15,14,0,0,15,14,14,4,30
191017_1017,48,7,3,0,-12,1,16,15,0,0,10,13,14,5,30
191017_1017,48,8,1,0,77,1,19,18,0,0,15,14,13,6,30
191017_1017,48,9,2,0,-23,1,23,0,0,0,14,14,14,7,30
191017_1017,48,10,3,0,5,1,15,14,0,0,10,15,15,3,30
191017_1017,48,11,2,0,185,2,20,16,0,0,14,14,14,5,30
191017_1017,48,12,2,0,11,1,20,16,0,0,12,13,14,4,30
191017_1017,48,13,3,0,139,2,16,15,0,0,15,10,15,5,30
191017_1017,48,14,1,0,139.5,2,18,1,0,0,15,13,13,6,30
191017_1017,48,15,1,0,23,1,20,17,0,0,12,12,12,6,30
191017_1017,48,16,2,10,122,1,20,40,1,5,14,12,14,2,30
191017_1017,48,17,3,15,27,1,15,15,1,0,12,14,14,5,30
191017_1017,48,18,3,0,112,2,20,7,0,0,0,0,0,4,30
191017_1017,48,19,1,0,-18,1,18,1,0,0,14,14,13,3,30
191017_1017,48,20,1,0,104,2,17,5,0,0,14,14,14,7,30
191017_1017,48,21,1,0,95,2,20,17,0,0,11,13,14,3,30
191017_1017,48,22,1,0,-26,1,17,5,0,0,14,14,15,2,30
191017_1017,48,23,3,0,39,1,20,7,0,0,12,14,14,5,30
191017_1017,48,24,3,0,159.5,2,15,15,1,15,14,14,15,3,30
191017_1017,49,1,2,0,58,2,14,0,0,0,11,13,13,6,17
191017_1017,49,2,2,1.5,79,2,10,40,1,7,14,12,13,6,17
191017_1017,49,3,1,0,142.5,2,13,1,0,0,13,13,15,5,17
191017_1017,49,4,2,1,9,1,16,25,1,7.5,14,14,14,3,17
191017_1017,49,5,2,5.5,165,2,14,16,1,3,15,14,14,6,17
191017_1017,49,6,3,3.5,201.5,2,12,16,1,5,15,14,14,4,17
191017_1017,49,7,3,5,-7,1,12,16,1,3.5,10,13,14,5,17
191017_1017,49,8,1,2,79,1,15,18,1,6.5,15,14,13,6,17
191017_1017,49,9,2,0,-23,1,14,0,0,0,14,14,14,7,17
191017_1017,49,10,3,2,7,1,15,15,1,6.5,10,15,15,3,17
191017_1017,49,11,2,7.5,192.5,2,16,25,1,1,14,14,14,5,17
191017_1017,49,12,2,3,14,1,14,16,1,5.5,12,13,14,4,17
191017_1017,49,13,3,5.5,144.5,2,14,20,1,3,15,10,15,5,17
191017_1017,49,14,1,0,139.5,2,13,5,0,0,15,13,13,6,17
191017_1017,49,15,1,3,26,1,14,18,1,5.5,12,12,12,6,17
191017_1017,49,16,2,7,129,1,10,40,1,1.5,14,12,14,2,17
191017_1017,49,17,3,3,30,1,14,15,1,5.5,12,14,14,5,17
191017_1017,49,18,3,6.5,118.5,2,15,15,1,2,0,0,0,4,17
191017_1017,49,19,1,0,-18,1,13,1,0,0,14,14,13,3,17
191017_1017,49,20,1,6.5,110.5,2,15,18,1,2,14,14,14,7,17
191017_1017,49,21,1,5.5,100.5,2,14,18,1,3,11,13,14,3,17
191017_1017,49,22,1,0,-26,1,13,5,0,0,14,14,15,2,17
191017_1017,49,23,3,3,42,1,14,20,1,5.5,12,14,14,5,17
191017_1017,49,24,3,5.5,165,2,14,15,1,3,14,14,15,3,17
191017_1017,50,1,2,7,65,2,20,40,1,6,11,13,13,6,26
191017_1017,50,2,2,0,79,2,14,0,0,0,14,12,13,6,26
191017_1017,50,3,1,2,144.5,2,15,18,1,11,13,13,15,5,26
191017_1017,50,4,2,10,19,1,16,20,1,3,14,14,14,3,26
191017_1017,50,5,2,3,168,2,16,20,1,10,15,14,14,6,26
191017_1017,50,6,3,0,201.5,2,13,15,1,13,15,14,14,4,26
191017_1017,50,7,3,0,-7,1,20,16,0,0,10,13,14,5,26
191017_1017,50,8,1,8,87,1,18,18,1,5,15,14,13,6,26
191017_1017,50,9,2,0,-23,1,14,0,0,0,14,14,14,7,26
191017_1017,50,10,3,11,18,1,15,15,1,2,10,15,15,3,26
191017_1017,50,11,2,3,195.5,2,16,16,1,10,14,14,14,5,26
191017_1017,50,12,2,10,24,1,16,16,1,3,12,13,14,4,26
191017_1017,50,13,3,1,145.5,2,14,22,1,12,15,10,15,5,26
191017_1017,50,14,1,5,144.5,2,18,18,1,8,15,13,13,6,26
191017_1017,50,15,1,11,37,1,15,18,1,2,12,12,12,6,26
191017_1017,50,16,2,6,135,1,20,40,1,7,14,12,14,2,26
191017_1017,50,17,3,13,43,1,13,15,1,0,12,14,14,5,26
191017_1017,50,18,3,0,118.5,2,20,16,0,0,0,0,0,4,26
191017_1017,50,19,1,0,-18,1,17,1,0,0,14,14,13,3,26
191017_1017,50,20,1,0,110.5,2,17,1,0,0,14,14,14,7,26
191017_1017,50,21,1,0,100.5,2,19,5,0,0,11,13,14,3,26
191017_1017,50,22,1,0,-26,1,19,5,0,0,14,14,15,2,26
191017_1017,50,23,3,12,54,1,14,22,1,1,12,14,14,5,26
191017_1017,50,24,3,2,167,2,15,15,1,11,14,14,15,3,26
